number,title,state,created at,closed at,user,labels,description,day of week,month,year
50450,Set a new default for the Puma thread count,closed,2023-12-26 23:55:16+00:00,2024-01-10 10:16:52+00:00,dhh,['railties'],current set default puma thread count high assum massiv benefit bunch inlin 3rd parti call super slow db queri good default app quick sql queri 3rd parti call run via job recommend way make rail applic 37signal run 1 worker 1 thread ratio extens test provid best latenc small cost ultim throughput mayb much neg effect system like heroku dyno clear default right let find way benchmark way good new default work peopl time cc byroot,1,12,2023
50449,Run GC out-of-band by default,open,2023-12-26 23:16:01+00:00,,dhh,[],rubi gc bit crude beast perspect applic awaken seemingli random run smite request seriou penalti seemingli fault seen dramat improv p99 p100 hey run oob gc follow byroot e shopifi oob gc work let enabl great trick default case need simpl lever control let make simpl use http 2fdsl outband cc byroot,1,12,2023
50448,Add STORAGE_URL to Active Storage,open,2023-12-26 22:44:02+00:00,,dhh,"['attached PR', 'activestorage']",configur databas databaseurl activ storag still need yaml file make harder special activ storag case need propos follow format azur,1,12,2023
50447,Make Ruby 3.3 the new minimum version,closed,2023-12-26 22:35:33+00:00,2023-12-30 19:53:41+00:00,dhh,[],let continu push new rubi version adopt forward reli rubi baselin rail drop whatev cruft dedic support older version,1,12,2023
50446,Add basic authentication generator,open,2023-12-26 22:31:21+00:00,,dhh,['railties'],rail includ key build block need basic authent mani new develop still uncertain put togeth end lean gem hide mechan gem great mani peopl enjoy use seen necess teach rail develop use basic block ad basic authent gener essenti work scaffold authent note ticket serv placehold intent work open invit featur request engag broad discuss gener core team propos solut first someth tangibl discuss cc rafaelfranca,1,12,2023
50445,Add browser version guard by default,closed,2023-12-26 22:26:44+00:00,2023-12-31 18:19:30+00:00,dhh,['actionpack'],take full advantag nobuild default need ensur develop easi control version major evergreen browser intend support guard applic access unsupport version take much machineri userag gem alreadi offer abil pars user agent string need present easi default setup set guard default screen serv blocker,1,12,2023
50444,Make Propshaft the default asset pipeline in Rails 8,open,2023-12-26 22:20:28+00:00,,dhh,['railties'],time take vener sprocket rail primari approach nobuild hotwir better fit propshaft also work great secondari approach need thoroughli test document work popular ensur compat propshaft contain small subset featur sprocket undoubtedli depend featur incompat ca correct case make sure messag good interest help effort help us identifi incompat issu cc brenogazzola,1,12,2023
50443,Solid Cache should be the default caching backend for Rails 8,open,2023-12-26 22:08:12+00:00,,dhh,['railties'],like solid queue give us backend work well default product without configur need depend like redi requir tabl setup box rail new abl avoid use work outstand cc djmb,1,12,2023
50442,Solid Queue should be the default Active Job backend for Rails 8,open,2023-12-26 22:04:32+00:00,,dhh,['activejob'],default activ job backend rail 8 sinc support major databas enabl someon run job product without either addit depend like redi use backend like good job use backend like sidekiq necessari tabl setup default part rail new user configur whatsoev abl deploy applic product solid queue job runner also need figur standard setup run worker job especi part default dockerfil setup abl avoid use cc rosa,1,12,2023
50441,Setup Kamal by default for new applications,open,2023-12-26 21:59:36+00:00,,dhh,['railties'],given us power easili deploy rail applic anywher without commerci entangl default path recommend new peopl get start rail configur default basic mean ad kamal gemfil default run kamal init setup abl turn use,1,12,2023
50440,"Add BACKTRACE env variable to turn off backtrace for normal running, not just tests",closed,2023-12-26 21:57:13+00:00,2024-01-03 22:14:22+00:00,dhh,"['railties', 'attached PR', 'good first issue']",turn backtrac cleaner set backtrac env variabl test abl normal oper want run command even irb without backtrac cleaner activ possibl backtrac env variabl flag,1,12,2023
50439,Remove setting `migrations_paths` for replicas from the docs [skip ci],closed,2023-12-25 13:00:46+00:00,2024-01-03 22:57:47+00:00,fatkodima,['docs'],migrat run replica need configur,0,12,2023
50438,Add `schema_dump` docs to the multiple databases docs [skip ci],closed,2023-12-25 12:43:33+00:00,2024-01-03 22:58:22+00:00,fatkodima,['docs'],follow http http cc eileencod,0,12,2023
50437,Add a bug report for Action Cable,open,2023-12-25 12:05:15+00:00,,zzak,['docs'],first approach came mind mayb would interest demonstr use probabl work get pass ci similar 49527,0,12,2023
50436,refactor: default annotate_rendered_view_with_filenames to true in development,closed,2023-12-25 10:38:44+00:00,2024-01-04 19:33:22+00:00,adrianthedev,"['railties', 'docs']",pull request creat set develop power tool find probabl turn everi project develop environ also disabl featur test user test view without comment muddi output pull request chang line set set true submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,0,12,2023
50435,Rails 7.1: ActiveRecord polymorphic raise error after add query_constraints,open,2023-12-25 09:39:34+00:00,,azhaizhai,['activerecord'],got error tri use composit primari key rail add querysourc github http repo activ gem report issu gem rail gem sqlite3 gem debug end requir activeconnect adapt sqlite3 databas memori activerecord stdout activerecord createtyp null fals ownert articl end end class comment activerecord queryto owner polymorph true end class articl activerecord comment model includ primari key activ record unabl deriv foreign key constraint associ need explicitli defin queri constraint associ argumenterror rais argumenterror,0,12,2023
50434,Fix: #50293 Bump ActiveSupport::Cache.format_version to 7.1,closed,2023-12-24 00:43:36+00:00,2023-12-24 04:32:08+00:00,rubyrider,"['activesupport', 'railties']",pull request fix issu http issu bash rail server deprec warn support inform upgrad per messag assign rail expect pull request chang submit pr make sure follow check commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,6,12,2023
50433,Add flexibility to argument check in docker entrypoint,closed,2023-12-22 23:00:12+00:00,2023-12-26 18:15:57+00:00,motdotla,['railties'],allow prepend command docker cmd run contain pull request creat want prepend command anoth binari still run expect cmd dotenvx run debug server pull request chang docker entrypoint found locat run check run db prepar step submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,12,2023
50432,Document missing `:using` and `:where` options for `add_exclusion_constraint` [skip ci],closed,2023-12-22 22:37:51+00:00,2024-01-09 10:55:38+00:00,fatkodima,['activerecord'],exclus constraint ad http support option miss document,4,12,2023
50431,Add `exclusion_constraint_exists?` and `unique_constraint_exists?` helpers,open,2023-12-22 22:18:21+00:00,,fatkodima,['activerecord'],exclus constraint ad http uniqu constraint ad http lack abil check constraint alreadi exist make exampl ad constraint idempot abil alreadi exist check constraint exampl foreign key index etc,4,12,2023
50430,Introduce predicate definition when defining scopes,open,2023-12-22 18:05:28+00:00,,stevepolitodesign,"['activerecord', 'docs']",creat pariti scope instanc record similar automat creat instanc method queri whether model belong scope rubi class book applicationrecord scope outprint outprint true predic true creat instanc method name end irb irb exist fixtur exist far could tell submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,4,12,2023
50429,[ActionMailbox] Replace test/dummy with railtie-like test harness,open,2023-12-22 07:30:52+00:00,,zzak,['actionmailbox'],see 50427 context,4,12,2023
50428,[ActionText] Replace test/dummy with railtie-like test harness,open,2023-12-22 07:30:30+00:00,,zzak,['actiontext'],see 50427 context,4,12,2023
50427,[ActiveStorage] Replace test/dummy with railtie-like test harness,open,2023-12-22 07:29:48+00:00,,zzak,['activestorage'],pr remov dummi applic activ storag action mailbox action text split separ pr easier review rebas necessari still need polish like remov unnecessari fix ci make sure leak log etc dummi app last updat 47259 previous interest insid core team get rid,4,12,2023
50425,Remove unused argument in .db_configs_with_versions,closed,2023-12-21 21:48:50+00:00,2023-12-21 22:23:24+00:00,wildmaples,['activerecord'],remov method argument submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,3,12,2023
